Site,Group\, Formation\, or Unit,Age,Continent,Country,Noteworthiness,Latitude,Longitude
Cerrejón,Cerrejón Formation,Paleocene,South America,Colombia,,11.08944444,-72.67527778
Cerro Ballena,,Pliocene - Pleistocene,South America,Chile,Cetaceans,-27.042385,-70.795255
,Huincul Formation,Cretaceous,South America,Argentina,Dinosaurs\, including Argentinosaurus huinculensis and Mapusaurus,-39.4,-69.0
,Irati Formation,Permian,South America,Brazil,Mesosaurs,-25.5,-50.7
,Ischigualasto Formation,Triassic,South America,Argentina,,-29.6,-68.1
,Ituzaingó Formation,Miocene,South America,Argentina,,-31.7,-60.4
,Jaguel Formation,Cretaceous - Paleocene,South America,Argentina,,-38.9,-67.6
Laguna Manantiales Farm,La Matilde Formation,Jurassic,South America,Argentina,Dinosaur tracks,-47.6,-68.1
,Lecho Formation,Cretaceous,South America,Argentina,Titanosaur Saltasaurus\, avian and non-avian theropods,-26.1,-65.4
,Lemaire Formation,Jurassic,South America,Argentina,,-54.78333333,-64.25
Cerro Lisandro\, Neuquén province,Lisandro Formation,Cretaceous,South America,Argentina,,-34.1,-68.9
,Lohan Cura Formation,Cretaceous,South America,Argentina,Mesosaurs; Oldest known amniote embryos,-39.6,-69.4
,Mangrullo Formation,Permian,South America,Uruguay,,-32.22,-54.11
Mylodon Cave,,Pleistocene,South America,Chile,,-51.56555556,-72.61972222
,Quiriquina Formation,Cretaceous,South America,Chile,,-33.5,-71.7
,Paja Formation,Cretaceous,South America,Colombia,,5.5,-73.5
Licán Ray,Panguipulli Formation,Triassic,South America,Chile,,-39.487415,-72.157865
Pilauco Bajo,,Pleistocene,South America,Chile,Megafauna\, human activity,-40.57,-73.10388889
,Pisco Formation,Miocene - Pliocene,South America,Peru,,-15.7,-74.5
,Plottier Formation,Cretaceous,South America,Argentina,,-37.4,-69.1
,Portezuelo Formation,Cretaceous,South America,Argentina,Dinosaurs\, turtles\, and other animals,-38.5,-68.7
,Puerto Madryn Formation,Miocene,South America,Argentina,,-43.3,-65.3
,Roca Formation,Paleocene,South America,Argentina,,-38.9,-67.6
,Santana Group,Cretaceous,South America,Brazil,,-5.6,-64.3
Paleorrota,Santa Maria Formation,Triassic,South America,Brazil: Rio Grande do Sul,Early dinosaurs,-29.695042,-53.795403
Sâo José de Itaboraí basin,Itaboraí Formation,Paleocene,South America,Brazil,,-22.1,-41.6
,Solimões Formation,Miocene - Pliocene,South America,Brazil,,-7.4,-75.0
Toca da Boa Vista Cave,,Pleistocene,South America,Brazil,,-10.1625,-40.85972222
Tralcán,Tralcán Formation,Triassic,South America,Chile,,-39.8,-72.5
Urumaco,Urumaco Formation,Miocene,South America,Venezuela,,11.2,-70.25
La Venta,Honda Group,Miocene,South America,Colombia,,5.191944,-74.7225
,Yacoraite Formation,Cretaceous - Paleocene,South America,Argentina,Dinosaur tracks; Stromatolites,-23.5,-65.4
